disposition_id	about_entity_id	metadata_field	disposition	evidence_id	description
https://rubalkhali.science/kb/RAK_CTL_7cef74a9f16828267a325d400ecfdd0331f3a798ac87648cb5f1b0d745c390fa	https://rubalkhali.science/kb/RAK_CTL_f22cda23e15ed4fafaf98dacf1ba65829d51879046ce82174778f7be63351d3b	negative_control_processing_stage	unresolved	https://rubalkhali.science/kb/RAK_CTL_f4427c676cbd335c7cf5c3afe02ac34b7081aeccdb1cdadfb3866476fdc197bb	The frozen label establishes a negative control but does not distinguish extraction blank from PCR blank.
https://rubalkhali.science/kb/RAK_CTL_33f45ee94880b94046b6e1f9795300c3f4a13fdef79ed0b337278e1439a314d7	https://rubalkhali.science/kb/RAK_CTL_f22cda23e15ed4fafaf98dacf1ba65829d51879046ce82174778f7be63351d3b	control_polarity_reconciliation	unresolved	https://rubalkhali.science/kb/RAK_CTL_f4427c676cbd335c7cf5c3afe02ac34b7081aeccdb1cdadfb3866476fdc197bb	The frozen control metadata labels e0323_Ctrl_1_Trip1 as negative. Its ambiguous numbered label is not sufficient to map it to the author-confirmed Trip-1 D6322 positive-control replicate set.
https://rubalkhali.science/kb/RAK_CTL_03e5781dc21f940dbe1e44be3d3c43b089487419be281055956a69c8c850e737	https://rubalkhali.science/kb/RAK_CTL_76e41ef09d7e0a235ff204c509089f1cbec2f90e247c06157f9e690c69699fb9	positive_control_product_identity	unresolved	https://rubalkhali.science/kb/RAK_CTL_ada8161b14737a3c7c3d01cfb82d4f5bf4934b812c88ee9d923fa9f161e0e27d	Expected-taxon recovery is evaluated against D6322 as a trip-design hypothesis; it does not establish that e0553_Ctrl_2 was derived from that product.
https://rubalkhali.science/kb/RAK_CTL_6eb53b55960c83b2494ee6a058563d2fac937be0f9fab55c936706396f19d5be	https://rubalkhali.science/kb/RAK_CTL_def86048f2a6ba5ab904894c2246f1f22ee10930b2d09e06af8407304c43757a	positive_control_product_identity	unresolved	https://rubalkhali.science/kb/RAK_CTL_ada8161b14737a3c7c3d01cfb82d4f5bf4934b812c88ee9d923fa9f161e0e27d	Expected-taxon recovery is evaluated against D6322 as a trip-design hypothesis; it does not establish that e0554_Ctrl_3 was derived from that product.
https://rubalkhali.science/kb/RAK_CTL_ff537cd905319843931865ce3714b06ab3a49d4754e35ae26f942c98585538c8	https://rubalkhali.science/kb/RAK_CTL_26a00c055e7e6d186b9d995b3af78d164e57e92d826cee7b14920e4aaa3a49f9	negative_control_processing_stage	unresolved	https://rubalkhali.science/kb/RAK_CTL_f4427c676cbd335c7cf5c3afe02ac34b7081aeccdb1cdadfb3866476fdc197bb	The frozen label establishes a negative control but does not distinguish extraction blank from PCR blank.
https://rubalkhali.science/kb/RAK_CTL_c7cdd2acac59b29d2ae4a5f577b7e135a41d1f9bf799c5d74c0a72cccd82c0db	https://rubalkhali.science/kb/RAK_CTL_dd4dc4ba4fe4dee389a1556828d6cf1bfdc6346a4b5989cdb78276ec2d9a56eb	negative_control_processing_stage	unresolved	https://rubalkhali.science/kb/RAK_CTL_f4427c676cbd335c7cf5c3afe02ac34b7081aeccdb1cdadfb3866476fdc197bb	The frozen label establishes a negative control but does not distinguish extraction blank from PCR blank.
https://rubalkhali.science/kb/RAK_CTL_e8093c01bf611ff092a6c9c1f2985b8c35b004e654d376c0eab2c1ae2e9a1408	https://rubalkhali.science/kb/RAK_CTL_7e768276ec9f36c0f7aa28ff1fd3e87463ebb774b6aa682146eed926aedd7f62	positive_control_product_identity	unresolved	https://rubalkhali.science/kb/RAK_CTL_ada8161b14737a3c7c3d01cfb82d4f5bf4934b812c88ee9d923fa9f161e0e27d	Expected-taxon recovery is evaluated against D6322 as a trip-design hypothesis; it does not establish that e0872_TMC1 was derived from that product.
https://rubalkhali.science/kb/RAK_CTL_fc07df13d32ffde458d30cd790ba652f47d53598d97dd55e14561442216d94de	https://rubalkhali.science/kb/RAK_CTL_686a4a8b33c80baed4bc395d5c65a22b7cd161bfed441405b8fa6c6caaa02bf8	positive_control_product_identity	unresolved	https://rubalkhali.science/kb/RAK_CTL_ada8161b14737a3c7c3d01cfb82d4f5bf4934b812c88ee9d923fa9f161e0e27d	Expected-taxon recovery is evaluated against D6322 as a trip-design hypothesis; it does not establish that e0874_Positive was derived from that product.
https://rubalkhali.science/kb/RAK_CTL_e145f26b422f39dd20ef0a420cb9bc670ee422465dc7a70221eef47416e85172	https://rubalkhali.science/kb/RAK_CTL_69505ea144df7565015b1efb498082949cb5b596a6740d153c0a2f3143e14f61	positive_control_product_identity	unresolved	https://rubalkhali.science/kb/RAK_CTL_ada8161b14737a3c7c3d01cfb82d4f5bf4934b812c88ee9d923fa9f161e0e27d	Expected-taxon recovery is evaluated against D6300 as a trip-design hypothesis; it does not establish that e8294_FPosCtrl1 was derived from that product.
https://rubalkhali.science/kb/RAK_CTL_474d3708a01d63b1a10b86c04703db474d443b097d1bf2006f52979e6274e589	https://rubalkhali.science/kb/RAK_CTL_3441bb54f997ca7fa626e3e3b72b13c84e174cd2e818c1552ab0c6de178735c5	negative_control_processing_stage	unresolved	https://rubalkhali.science/kb/RAK_CTL_f4427c676cbd335c7cf5c3afe02ac34b7081aeccdb1cdadfb3866476fdc197bb	The frozen label establishes a negative control but does not distinguish extraction blank from PCR blank.
https://rubalkhali.science/kb/RAK_CTL_202bfe6386228a8109951a3e69152ec88a3879e54f2712e4c405ce0a43caa26e	https://rubalkhali.science/kb/RAK_CTL_d9cb62df3c56a6a4b94f1a3eb29dc22e4f3bdd24cb27d01210f8faa220537f01	positive_control_product_identity	unresolved	https://rubalkhali.science/kb/RAK_CTL_ada8161b14737a3c7c3d01cfb82d4f5bf4934b812c88ee9d923fa9f161e0e27d	Expected-taxon recovery is evaluated against D6300 as a trip-design hypothesis; it does not establish that e8661_FPosCtrl2 was derived from that product.
https://rubalkhali.science/kb/RAK_CTL_b22f72e06243e2e3cc7702ca7c2fd5d0f71fcceead1c3f079b7ac00186dbd763	https://rubalkhali.science/kb/RAK_CTL_6d596ebe4d6cb5b44c7db75578840677ef2909fa6dad18571a07fb289c2d0cb1	negative_control_processing_stage	unresolved	https://rubalkhali.science/kb/RAK_CTL_f4427c676cbd335c7cf5c3afe02ac34b7081aeccdb1cdadfb3866476fdc197bb	The frozen label establishes a negative control but does not distinguish extraction blank from PCR blank.
https://rubalkhali.science/kb/RAK_CTL_c52b6e3e52bab6bb2c2544fd9681019e00add3616496ea15e636551086de934c	https://rubalkhali.science/kb/RAK_CTL_f797e133b72fd1030cd437243e58dd66601036d9a8ca55dfe280525c28a49dd5	negative_control_processing_stage	unresolved	https://rubalkhali.science/kb/RAK_CTL_f4427c676cbd335c7cf5c3afe02ac34b7081aeccdb1cdadfb3866476fdc197bb	The frozen label establishes a negative control but does not distinguish extraction blank from PCR blank.
https://rubalkhali.science/kb/RAK_CTL_5277044d25591ad53e42216937020bb9aaf7d7ede26affad5bf2aebcd23e723e	https://rubalkhali.science/kb/RAK_CTL_c360404f1ff2ff23f04c344f17d4e2c83c254cab809f3d5f339551af5aedc01e	positive_control_product_identity	unresolved	https://rubalkhali.science/kb/RAK_CTL_ada8161b14737a3c7c3d01cfb82d4f5bf4934b812c88ee9d923fa9f161e0e27d	Expected-taxon recovery is evaluated against D6300 as a trip-design hypothesis; it does not establish that e8665_FPosCtrl3 was derived from that product.
https://rubalkhali.science/kb/RAK_CTL_00730445e1ba1cc21129c104a71254100099283cb8c69091c292eef7791d1152	https://rubalkhali.science/kb/RAK_CTL_e7f2212f9e4cb96e07190808584e76cbb1c2739c61286c62ea863893e0e515f1	control_sequence_occurrence	unresolved	https://rubalkhali.science/kb/RAK_CTL_9556a4e68497b7ee5e574bc5347694cc0eba8ac1dd2d7e419e32ff3486eaa34e	The blank was not sequenced; affected site identifiers: The EB for three days extraction wasn't sequenced  sites 2, 13, 16, 18, 22, 25, 27, 28, 33, 35, 37, 38, 41, 43, 44, 45, 46, 47, 49, 51, 53, 54, 55, 56, 57, 58, 59(PRr1, 59Dr1), 60.
https://rubalkhali.science/kb/RAK_CTL_4aed4d1e40e1e60e4b953412baa043f2faf09384ed1679d26e2175538f0d8722	https://rubalkhali.science/kb/RAK_CTL_b0ae4ff7a87b0764aea36899c084ae8ca3d720f25fb8ef82e6cc13dfd144086a	trip4_positive_control	not_applicable	https://rubalkhali.science/kb/RAK_CTL_b0ae4ff7a87b0764aea36899c084ae8ca3d720f25fb8ef82e6cc13dfd144086a	Author/laboratory record confirms that no positive control travelled with Trip 4.
https://rubalkhali.science/kb/RAK_CTL_0b138e066578c6f3d9e1ca171e923a3deba82a77162cabb157a52a3b3d5688d9	https://rubalkhali.science/kb/RAK_CTL_256c4109f961d0845058978794d4d8fdbcd451fba77d189c77be16ead271b0f4	control_sequence_occurrence	unresolved	https://rubalkhali.science/kb/RAK_CTL_9556a4e68497b7ee5e574bc5347694cc0eba8ac1dd2d7e419e32ff3486eaa34e	The corrected 30 August workbook and author message confirm that the PCR blank at index 275 was not sequenced.
https://rubalkhali.science/kb/RAK_CTL_7abd5c90ba5ed3375e78b451a8ab63d63ffb84ebe00dd8583da6173c6dd0cbe1	https://rubalkhali.science/kb/RAK_CTL_fcc4a8b7453e1a57f80b52c3fa909f4c3d5f2f5ef6ed296849511b0832b52adc	extraction_batch_membership	unresolved	https://rubalkhali.science/kb/RAK_CTL_42758abc83258bafa099f565edb9367f8db2b06203271186305c2efade86d290	The library is an author-confirmed extraction blank, but no extraction-day/sample map is frozen.
https://rubalkhali.science/kb/RAK_CTL_86b9314f1bf4f70eb47aa9441b07c989a04c0eed23251939c50e67795e7bfac8	https://rubalkhali.science/kb/RAK_CTL_43f740d71d2dff8487b372651f61bd984388fac41fc5f59a784e0a277ebfe210	extraction_batch_membership	not_applicable	https://rubalkhali.science/kb/RAK_CTL_b0ae4ff7a87b0764aea36899c084ae8ca3d720f25fb8ef82e6cc13dfd144086a	PCR-stage no-template control, confirmed 30 August 2026; water replaced extracted template.
https://rubalkhali.science/kb/RAK_CTL_515dac1227d21149402e2884d5a7ef23eaab4c57b08d37be83370756859664c4	https://rubalkhali.science/kb/RAK_CTL_5d645e9e2e96f374d7b336a4b0a78abb6c76b6b10574951b67a4e90a847a08e8	extraction_batch_membership	not_applicable	https://rubalkhali.science/kb/RAK_CTL_b0ae4ff7a87b0764aea36899c084ae8ca3d720f25fb8ef82e6cc13dfd144086a	PCR-stage no-template control, confirmed 30 August 2026; water replaced extracted template.
https://rubalkhali.science/kb/RAK_CTL_fd54922691dcec8799d449a3af8de0fd6deebc87b7aff7978e83df952d093674	https://rubalkhali.science/kb/RAK_CTL_292a1a1b28b9b11134dd7c561df5849efce29f8abcbbf0783cb264fb2c0cb231	extraction_batch_membership	not_applicable	https://rubalkhali.science/kb/RAK_CTL_b0ae4ff7a87b0764aea36899c084ae8ca3d720f25fb8ef82e6cc13dfd144086a	PCR-stage no-template control, confirmed 30 August 2026; water replaced extracted template.
https://rubalkhali.science/kb/RAK_CTL_c2cc06a04b1e9469433cdc64ce1d4443e6f3c4f766a25c0bceafebc4c2eaf511	https://rubalkhali.science/kb/RAK_CTL_34128a2b4f102fe5bcb93a0260c064246b40cc945b31c3c5b948c8432469119f	extraction_batch_membership	not_applicable	https://rubalkhali.science/kb/RAK_CTL_b0ae4ff7a87b0764aea36899c084ae8ca3d720f25fb8ef82e6cc13dfd144086a	PCR-stage no-template control, confirmed 30 August 2026; water replaced extracted template.
https://rubalkhali.science/kb/RAK_CTL_7825e7628d26ebfa71eeee5fa8a97bb9ef3902a4b6865a4dd51b3ab558e0fbe9	https://rubalkhali.science/kb/RAK_CTL_6cf9c6feb1e64f03302d0065ea04caeb95b6687abaf1795ea6620c7c936f0e06	extraction_batch_membership	not_applicable	https://rubalkhali.science/kb/RAK_CTL_b0ae4ff7a87b0764aea36899c084ae8ca3d720f25fb8ef82e6cc13dfd144086a	PCR-stage no-template control, confirmed 30 August 2026; water replaced extracted template.
